int, EMonsterSkillType, string, string, FP, FP, FP, EMonsterTargetType, int, EMonsterSkillParamType, FP, EMonsterSkillParamType, FP, EMonsterSkillParamType, FP, EMonsterSkillParamType, FP, string, string, bool, bool, string
Id, MonsterSkillType, SkillSpecificName, Description, InitialCooltime, Cooltime, Chance, TargetType, Target_Parameter, ParamterType_1, Paramter_1, ParamterType_2, Paramter_2, ParamterType_3, Paramter_3, ParamterType_4, Paramter_4, EffectName, SoundName, IsPassActionAnim, IsIgnoreStun, IconPath
101, "Active", "MonsterSkill_TakePoint", "monsterskill_takepoint_desc", "0.1", 18, 100, "Global", 0, "Percentage", 15, "Count", 6, "", "", "", "", "", "", "FALSE", "FALSE"
102, "Active", "MonsterSkill_TakeSpecialPoint", "monsterskill_takespecialpoint_desc", "0.1", 18, 100, "Global", 0, "Percentage", 30, "Count", 6, "", "", "", "", "", "", "FALSE", "FALSE"
103, "Active", "MonsterSkill_AttackCell", "monsterskill_attackcell_desc", "0.1", 18, 100, "BoardCell", 5, "Duration", 4, "Speed", 8, "Distance", 10, "", "", "", "", "FALSE", "FALSE"
104, "Active", "MonsterSkill_DebuffAttackSpeed", "monsterskill_debuffattackspeed_desc", "0.1", 18, 100, "BoardCell", 5, "Wave", 20, "Percentage", 50, "", "", "", "", "", "", "FALSE", "FALSE", "icon_debuffattackspeed"
105, "Active", "MonsterSkill_DebuffSpRegen", "monsterskill_debuffspregen_desc", "0.1", 18, 100, "BoardCell", 6, "Wave", 20, "Percentage", 70, "", "", "", "", "", "", "FALSE", "FALSE", "icon_debuffsp"
106, "Active", "MonsterSkill_DebuffBlind", "monsterskill_debuffblind_desc", "0.1", 18, 100, "BoardCell", 5, "Timer", 240, "SuccessChance", 50, "", "", "", "", "", "", "FALSE", "FALSE", "icon_debuffblind"
107, "Active", "MonsterSkill_PolymorphCell", "monsterskill_polymorphcell_desc", "0.1", 20, 100, "BoardCell", 3, "Duration", 0, "", "", "", "", "", "", "", "", "FALSE", "FALSE"
108, "Active", "MonsterSkill_HpRegen", "monsterskill_hpregen_desc", 1, 5, 100, "Me", 0, "Percentage", 3, "Interval", 1, "Count", 10, "", "", "", "", "FALSE", "FALSE"
109, "Passive", "MonsterSkill_Shield", "monsterskill_shield_desc", 0, 0, 100, "Me", 0, "Percentage", 1000, "", "", "", "", "", "", "", "ingame_boss_robot_skill", "FALSE", "FALSE"
110, "Passive", "MonsterSkill_PhysicalResistance", "monsterskill_physicalresistance_desc", 0, 0, 100, "Me", 0, "Percentage", 60, "", "", "", "", "", "", "", "ingame_boss_grunt_skill", "FALSE", "FALSE"
111, "Passive", "MonsterSkill_MagicalResistance", "monsterskill_magicalresistance_desc", 0, 0, 100, "Me", 0, "Percentage", 60, "", "", "", "", "", "", "", "ingame_boss_wizard_skill", "FALSE", "FALSE"
112, "Active", "MonsterSkill_AttackCell_Magician", "monsterskill_attackcell_magician_desc", "0.1", 18, 100, "BoardCell", 5, "Duration", 4, "Speed", "0.8", "Distance", 10, "", "", "", "", "FALSE", "FALSE"
113, "Active", "MonsterSkill_HpRegen_Magician", "monsterskill_hpregen_magician_desc", 1, 12, 100, "Me", 0, "Percentage", 3, "Interval", 1, "Count", 5, "", "", "", "", "FALSE", "FALSE"
201, "Active", "MonsterSkill_TakePoint", "monsterskill_takepoint_desc", "0.1", 15, 100, "Global", 0, "Percentage", 25, "Count", 6, "", "", "", "", "", "", "FALSE", "FALSE"
202, "Active", "MonsterSkill_TakeSpecialPoint", "monsterskill_takespecialpoint_desc", "7.5", 15, 100, "Global", 0, "Percentage", 40, "Count", 6, "", "", "", "", "", "", "FALSE", "FALSE"
203, "Active", "MonsterSkill_AttackCell", "monsterskill_attackcell_desc", "0.1", 15, 100, "BoardCell", 5, "Duration", 3, "Speed", 8, "Distance", 10, "", "", "", "", "FALSE", "FALSE"
204, "Active", "MonsterSkill_DebuffAttackSpeed", "monsterskill_debuffattackspeed_desc", "0.1", 15, 100, "BoardCell", 5, "Wave", 20, "Percentage", 70, "", "", "", "", "", "", "FALSE", "FALSE", "icon_debuffattackspeed"
205, "Active", "MonsterSkill_DebuffSpRegen", "monsterskill_debuffspregen_desc", "0.1", 15, 100, "BoardCell", 6, "Wave", 20, "Percentage", 90, "", "", "", "", "", "", "FALSE", "FALSE", "icon_debuffsp"
206, "Active", "MonsterSkill_DebuffBlind", "monsterskill_debuffblind_desc", "0.1", 15, 100, "BoardCell", 5, "Timer", 240, "SuccessChance", 80, "", "", "", "", "", "", "FALSE", "FALSE", "icon_debuffblind"
207, "Active", "MonsterSkill_PolymorphCell", "monsterskill_polymorphcell_desc", "0.1", 18, 100, "BoardCell", 4, "Duration", 0, "", "", "", "", "", "", "", "", "FALSE", "FALSE"
208, "Active", "MonsterSkill_HpRegen", "monsterskill_hpregen_desc", 1, 5, 100, "Me", 0, "Percentage", 3, "Interval", 1, "Count", 10, "", "", "", "", "FALSE", "FALSE"
209, "Passive", "MonsterSkill_Shield", "monsterskill_shield_desc", 0, 0, 100, "Me", 0, "Percentage", 1000, "", "", "", "", "", "", "", "ingame_boss_robot_skill", "FALSE", "FALSE"
210, "Passive", "MonsterSkill_PhysicalResistance", "monsterskill_physicalresistance_desc", 0, 0, 100, "Me", 0, "Percentage", 80, "", "", "", "", "", "", "", "ingame_boss_grunt_skill", "FALSE", "FALSE"
211, "Passive", "MonsterSkill_MagicalResistance", "monsterskill_magicalresistance_desc", 0, 0, 100, "Me", 0, "Percentage", 80, "", "", "", "", "", "", "", "ingame_boss_wizard_skill", "FALSE", "FALSE"
212, "Active", "MonsterSkill_AttackCell_Magician", "monsterskill_attackcell_magician_desc", "0.1", 15, 100, "BoardCell", 5, "Duration", 3, "Speed", "0.8", "Distance", 10, "", "", "", "", "FALSE", "FALSE"
213, "Active", "MonsterSkill_HpRegen_Magician", "monsterskill_hpregen_magician_desc", 1, 10, 100, "Me", 0, "Percentage", 3, "Interval", 1, "Count", 5, "", "", "", "", "FALSE", "FALSE"
214, "Active", "MonsterSkill_DebuffCooltimeRegen", "monsterskill_debuffcooltimeregen_desc", "7.5", 15, 100, "BoardCell", 6, "Wave", 20, "Percentage", 90, "", "", "", "", "", "", "FALSE", "FALSE", "icon_debuffcooltime"
215, "Active", "MonsterSkill_DebuffUltimateIgnore", "monsterskill_debuffultimateignore_desc", "7.5", 15, 100, "BoardCell", 5, "Timer", 240, "SuccessChance", 80, "", "", "", "", "", "", "FALSE", "FALSE", "icon_debuffultimateignore"
216, "Active", "MonsterSkill_Invincible", "monsterskill_invincible_desc", 5, 10, 100, "Me", 0, "Timer", 3, "", "", "", "", "", "", "", "", "FALSE", "FALSE"
217, "Active", "MonsterSkill_MoveSpeed", "monsterskill_movespeed_desc", 5, 10, 100, "Me", 0, "Timer", 3, "Percentage", 50, "", "", "", "", "", "", "FALSE", "FALSE"
218, "Active", "MonsterSkill_CCImmune", "monsterskill_ccimmune_desc", "7.5", 15, 100, "Me", 0, "Timer", 2, "Percentage", 100, "", "", "", "", "", "", "FALSE", "FALSE"
219, "Active", "MonsterSkill_SkillResistance", "monsterskill_skillresistance_desc", 5, 10, 100, "Me", 0, "Timer", 3, "Percentage", 40, "", "", "", "", "", "", "FALSE", "FALSE"
220, "Active", "MonsterSkill_DebuffStopMove", "monsterskill_debuffstopmove_desc", 5, 10, 100, "BoardCell", 3, "Timer", 15, "", "", "", "", "", "", "", "", "FALSE", "FALSE", "icon_debuffstopmove"
221, "Passive", "MonsterSkill_AttackRangeResistance", "monsterskill_attackrangeresistance_desc", 5, 10, 100, "Me", 0, "Percentage", 50, "", "", "", "", "", "", "", "", "FALSE", "FALSE"
222, "Active", "MonsterSkill_CoinEarningReduce", "monsterskill_coinearningreduce_desc", "7.5", 15, 100, "Me", 0, "Timer", 10, "Percentage", 15, "", "", "", "", "", "", "FALSE", "FALSE"
300, "Passive", "MonsterSkill_StunCondImmune", "", 0, 5, 100, "Me", 0, "Timer", 5, "Timer", "0.1", "", "", "", "", "", "", "FALSE", "FALSE"
301, "Active", "MonsterSkill_TakePoint", "monsterskill_takepoint_desc", "0.1", 15, 100, "Global", 0, "Percentage", 25, "Count", 6, "", "", "", "", "", "", "FALSE", "FALSE"
302, "Active", "MonsterSkill_TakeSpecialPoint", "monsterskill_takespecialpoint_desc", "7.5", 15, 100, "Global", 0, "Percentage", 40, "Count", 6, "", "", "", "", "", "", "FALSE", "FALSE"
303, "Active", "MonsterSkill_AttackCell", "monsterskill_attackcell_desc", "0.1", 15, 100, "BoardCell", 5, "Duration", 3, "Speed", 8, "Distance", 10, "", "", "", "", "FALSE", "FALSE"
304, "Active", "MonsterSkill_DebuffAttackSpeed", "monsterskill_debuffattackspeed_desc", "0.1", 15, 100, "BoardCell", 5, "Wave", 20, "Percentage", 70, "", "", "", "", "", "", "FALSE", "FALSE", "icon_debuffattackspeed"
305, "Active", "MonsterSkill_DebuffSpRegen", "monsterskill_debuffspregen_desc", "0.1", 15, 100, "BoardCell", 6, "Wave", 20, "Percentage", 90, "", "", "", "", "", "", "FALSE", "FALSE", "icon_debuffsp"
306, "Active", "MonsterSkill_DebuffBlind", "monsterskill_debuffblind_desc", "0.1", 15, 100, "BoardCell", 5, "Timer", 240, "SuccessChance", 80, "", "", "", "", "", "", "FALSE", "FALSE", "icon_debuffblind"
307, "Active", "MonsterSkill_PolymorphCell", "monsterskill_polymorphcell_desc", "0.1", 18, 100, "BoardCell", 4, "Duration", 0, "", "", "", "", "", "", "", "", "FALSE", "FALSE"
308, "Active", "MonsterSkill_HpRegen", "monsterskill_hpregen_desc", 1, 5, 100, "Me", 0, "Percentage", 3, "Interval", 1, "Count", 10, "", "", "", "", "FALSE", "FALSE"
309, "Passive", "MonsterSkill_Shield", "monsterskill_shield_desc", 0, 0, 100, "Me", 0, "Percentage", 1000, "", "", "", "", "", "", "", "ingame_boss_robot_skill", "FALSE", "FALSE"
310, "Passive", "MonsterSkill_PhysicalResistance", "monsterskill_physicalresistance_desc", 0, 0, 100, "Me", 0, "Percentage", 80, "", "", "", "", "", "", "", "ingame_boss_grunt_skill", "FALSE", "FALSE"
311, "Passive", "MonsterSkill_MagicalResistance", "monsterskill_magicalresistance_desc", 0, 0, 100, "Me", 0, "Percentage", 80, "", "", "", "", "", "", "", "ingame_boss_wizard_skill", "FALSE", "FALSE"
312, "Active", "MonsterSkill_AttackCell_Magician", "monsterskill_attackcell_magician_desc", "0.1", 15, 100, "BoardCell", 5, "Duration", 3, "Speed", "0.8", "Distance", 10, "", "", "", "", "FALSE", "FALSE"
313, "Active", "MonsterSkill_HpRegen_Magician", "monsterskill_hpregen_magician_desc", 1, 10, 100, "Me", 0, "Percentage", 3, "Interval", 1, "Count", 5, "", "", "", "", "FALSE", "FALSE"
314, "Active", "MonsterSkill_DebuffCooltimeRegen", "monsterskill_debuffcooltimeregen_desc", "7.5", 15, 100, "BoardCell", 6, "Wave", 20, "Percentage", 90, "", "", "", "", "", "", "FALSE", "FALSE", "icon_debuffcooltime"
315, "Active", "MonsterSkill_DebuffUltimateIgnore", "monsterskill_debuffultimateignore_desc", "7.5", 15, 100, "BoardCell", 5, "Timer", 240, "SuccessChance", 80, "", "", "", "", "", "", "FALSE", "FALSE", "icon_debuffultimateignore"
316, "Active", "MonsterSkill_Invincible", "monsterskill_invincible_desc", 5, 10, 100, "Me", 0, "Timer", 3, "", "", "", "", "", "", "", "", "FALSE", "FALSE"
317, "Active", "MonsterSkill_MoveSpeed", "monsterskill_movespeed_desc", 5, 10, 100, "Me", 0, "Timer", 3, "Percentage", 50, "", "", "", "", "", "", "FALSE", "FALSE"
318, "Active", "MonsterSkill_CCImmune", "monsterskill_ccimmune_desc", "7.5", 15, 100, "Me", 0, "Timer", 2, "Percentage", 100, "", "", "", "", "", "", "FALSE", "FALSE"
319, "Active", "MonsterSkill_SkillResistance", "monsterskill_skillresistance_desc", 5, 10, 100, "Me", 0, "Timer", 3, "Percentage", 40, "", "", "", "", "", "", "FALSE", "FALSE"
320, "Active", "MonsterSkill_DebuffStopMove", "monsterskill_debuffstopmove_desc", 5, 10, 100, "BoardCell", 3, "Timer", 15, "", "", "", "", "", "", "", "", "FALSE", "FALSE", "icon_debuffstopmove"
321, "Passive", "MonsterSkill_AttackRangeResistance", "monsterskill_attackrangeresistance_desc", 5, 10, 100, "Me", 0, "Percentage", 50, "", "", "", "", "", "", "", "", "FALSE", "FALSE"
322, "Active", "MonsterSkill_CoinEarningReduce", "monsterskill_coinearningreduce_desc", "7.5", 15, 100, "Me", 0, "Timer", 10, "Percentage", 15, "", "", "", "", "", "", "FALSE", "FALSE"
323, "Active", "MonsterSkill_Teleport", "monsterskill_teleport_desc", 5, 10, 100, "Me", 0, "", "", "", "", "", "", "", "", "", "", "FALSE", "FALSE"
324, "Active", "MonsterSkill_BombThrower", "monsterskill_bombthrower_desc", "0.1", 15, 100, "PlayerUnit", 1, "Timer", 15, "", "", "", "", "", "", "", "ingame_boss_bampire_skill_creation", "FALSE", "FALSE"
325, "Active", "MonsterSkill_Totem", "monsterskill_totem_desc", "0.1", 30, 100, "Me", 0, "Percentage", 7, "", "", "", "", "", "", "", "ingame_boss_nahatu_skill_appear", "FALSE", "FALSE"
30216, "Passive", "MonsterSkill_StunCondImmune", "", 0, 5, 100, "Me", 0, "Timer", 3, "Timer", "0.1", "", "", "", "", "", "", "FALSE", "FALSE"
501, "Active", "MonsterSkill_TakePoint", "monsterskill_takepoint_desc", "0.5", 12, 100, "Global", 0, "Percentage", 25, "Count", "", "", "", "", "", "", "", "FALSE", "FALSE"
502, "Active", "MonsterSkill_TakeSpecialPoint", "monsterskill_takespecialpoint_desc", "0.5", 12, 100, "Global", 0, "Percentage", 25, "Count", 6, "", "", "", "", "", "", "FALSE", "FALSE"
