int, int, int, TableReward, TableReward, TableReward, TableReward, TableReward
Id, Group, Level, Reward_1, Reward_2, Reward_3, Reward_4, Reward_5
1000, 1000, 0, "400, 1, 1"
2000, 2000, 0, "500, 4, 0, 0, 1, 1"
20001, 20000, 1, "500, 0, 0, 0, 1, 1 | 50"
20002, 20000, 2
20003, 20000, 3
20004, 20000, 4
20005, 20000, 5
10001, 10000, 1, "500, 0, 0, 0, 5, 10", "500, 1, 0, 0, 1, 2", "500, 2, 0, 0, 1, 1 | 30", "500, 3, 0, 0, 1, 1 | 10", "500, 5, 0, 0, 1, 1 | 0.01"
10002, 10000, 2, "500, 0, 0, 0, 7, 12", "500, 1, 0, 0, 2, 3", "500, 2, 0, 0, 1, 1 | 35", "500, 3, 0, 0, 1, 1 | 13", "500, 5, 0, 0, 1, 1 | 0.01"
10003, 10000, 3, "500, 0, 0, 0, 9, 14", "500, 1, 0, 0, 3, 4", "500, 2, 0, 0, 1, 1 | 40", "500, 3, 0, 0, 1, 1 | 16", "500, 5, 0, 0, 1, 1 | 0.01"
10004, 10000, 4, "500, 0, 0, 0, 11, 16", "500, 1, 0, 0, 3, 5", "500, 2, 0, 0, 1, 1 | 45", "500, 3, 0, 0, 1, 1 | 19", "500, 5, 0, 0, 1, 1 | 0.01"
10005, 10000, 5, "500, 0, 0, 0, 13, 18", "500, 1, 0, 0, 4, 6", "500, 2, 0, 0, 1, 1 | 50", "500, 3, 0, 0, 1, 1 | 22", "500, 5, 0, 0, 1, 1 | 0.01"
10006, 10000, 6, "500, 0, 0, 0, 15, 20", "500, 1, 0, 0, 5, 7", "500, 2, 0, 0, 1, 1 | 55", "500, 3, 0, 0, 1, 1 | 25", "500, 5, 0, 0, 1, 1 | 0.01"
10007, 10000, 7, "500, 0, 0, 0, 17, 22", "500, 1, 0, 0, 6, 8", "500, 2, 0, 0, 1, 1 | 60", "500, 3, 0, 0, 1, 1 | 28", "500, 5, 0, 0, 1, 1 | 0.01"
10008, 10000, 8, "500, 0, 0, 0, 19, 24", "500, 1, 0, 0, 7, 9", "500, 2, 0, 0, 1, 1 | 65", "500, 3, 0, 0, 1, 1 | 31", "500, 5, 0, 0, 1, 1 | 0.01"
10009, 10000, 9, "500, 0, 0, 0, 21, 26", "500, 1, 0, 0, 8, 10", "500, 2, 0, 0, 1, 1 | 70", "500, 3, 0, 0, 1, 1 | 34", "500, 5, 0, 0, 1, 1 | 0.01"
10010, 10000, 10, "500, 0, 0, 0, 23, 28", "500, 1, 0, 0, 9, 11", "500, 2, 0, 0, 1, 1 | 75", "500, 3, 0, 0, 1, 1 | 37", "500, 5, 0, 0, 1, 1 | 0.01"
10011, 10000, 11, "500, 0, 0, 0, 25, 30", "500, 1, 0, 0, 10, 12", "500, 2, 0, 0, 1, 1 | 80", "500, 3, 0, 0, 1, 1 | 40", "500, 5, 0, 0, 1, 1 | 0.01"
10012, 10000, 12, "500, 0, 0, 0, 27, 32", "500, 1, 0, 0, 11, 13", "500, 2, 0, 0, 1, 1 | 85", "500, 3, 0, 0, 1, 1 | 43", "500, 5, 0, 0, 1, 1 | 0.01"
10013, 10000, 13, "500, 0, 0, 0, 29, 34", "500, 1, 0, 0, 12, 14", "500, 2, 0, 0, 1, 1 | 90", "500, 3, 0, 0, 1, 1 | 46", "500, 5, 0, 0, 1, 1 | 0.01"
10014, 10000, 14, "500, 0, 0, 0, 31, 36", "500, 1, 0, 0, 13, 15", "500, 2, 0, 0, 1, 1 | 95", "500, 3, 0, 0, 1, 1 | 49", "500, 5, 0, 0, 1, 1 | 0.01"
10015, 10000, 15, "500, 0, 0, 0, 33, 38", "500, 1, 0, 0, 14, 16", "500, 2, 0, 0, 1, 1", "500, 3, 0, 0, 1, 1 | 52", "500, 5, 0, 0, 1, 1 | 0.01"
