int, string, string, string, string, string, long, long, FP, int, FP, FP, FP, FP, FP, int[], bool, bool, bool, bool, bool, bool, string, string, string, string, long
Id, SpecificName, Name, Description, IconName, ThumbnailName, Hp, PlusHp, MoveSpeed, Defense, SlowResistance, PrevStunResistance, PercentDamageResistance, AddPercentDamageResistance, AgentSize, MonsterSkillIds, IsWave, IsChallenge, IsSpecial, IsBoss, IsUnmanaged, IgnoreExecution, SpawnEffectName, DeadEffectName, SpawnSoundName, DeadSoundName, ExtraValue
30001, "monster_dungeon_101", "자이언트 슬라임", "", "", "", 15000000, 1500000, 8, 10, "", "", 70, 0, "1.5", 0, "FALSE", "FALSE", "FALSE", "TRUE", "FALSE", "FALSE"
30002, "monster_dungeon_102", "자이언트 슬라임", "", "", "", 200000000, 20000000, 8, 20, "", "", 70, 0, "1.5", 0, "FALSE", "FALSE", "FALSE", "TRUE", "FALSE", "FALSE"
30003, "monster_dungeon_103", "자이언트 슬라임", "", "", "", 550000000, 55000000, 8, 30, "", "", 70, 0, "1.5", 0, "FALSE", "FALSE", "FALSE", "TRUE", "FALSE", "FALSE"
30004, "monster_dungeon_104", "자이언트 슬라임", "", "", "", 1500000000, 150000000, 8, 40, "", "", 70, 0, "1.5", 0, "FALSE", "FALSE", "FALSE", "TRUE", "FALSE", "FALSE"
30005, "monster_dungeon_105", "자이언트 슬라임", "", "", "", "3500000000", 350000000, 8, 50, "", "", 70, 0, "1.5", 0, "FALSE", "FALSE", "FALSE", "TRUE", "FALSE", "FALSE"
40001, "monster_dungeon_201", "갓 스톤", "", "", "", 15000000, 1500000, 8, 40, "", "", 90, 0, "1.5", 0, "FALSE", "FALSE", "FALSE", "TRUE", "FALSE", "FALSE"
40002, "monster_dungeon_202", "갓 스톤", "", "", "", 300000000, 30000000, 8, 50, "", "", 90, 0, "1.5", 0, "FALSE", "FALSE", "FALSE", "TRUE", "FALSE", "FALSE"
40003, "monster_dungeon_203", "갓 스톤", "", "", "", 700000000, 70000000, 8, 60, "", "", 90, 0, "1.5", 0, "FALSE", "FALSE", "FALSE", "TRUE", "FALSE", "FALSE"
40004, "monster_dungeon_204", "갓 스톤", "", "", "", 2000000000, 200000000, 8, 70, "", "", 90, 0, "1.5", 0, "FALSE", "FALSE", "FALSE", "TRUE", "FALSE", "FALSE"
40005, "monster_dungeon_205", "갓 스톤", "", "", "", "4500000000", 450000000, 8, 80, "", "", 90, 0, "1.5", 0, "FALSE", "FALSE", "FALSE", "TRUE", "FALSE", "FALSE"
50101, "monster_combat_50101", "ingame_boss_spawn_combat", "", "", "", "99990000000000", "49995000000000", 0, 30, "", "", 100, 100, "1.5", 0, "FALSE", "FALSE", "FALSE", "TRUE", "FALSE", "FALSE"
50102, "monster_combat_50102", "ingame_boss_spawn_combat", "", "", "", "99990000000000", "49995000000000", 0, 50, "", "", 100, 100, "1.5", 0, "FALSE", "FALSE", "FALSE", "TRUE", "FALSE", "FALSE"
50103, "monster_combat_50103", "ingame_boss_spawn_combat", "", "", "", "99990000000000", "49995000000000", 0, 80, "", "", 100, 100, "1.5", 0, "FALSE", "FALSE", "FALSE", "TRUE", "FALSE", "FALSE"
50104, "monster_combat_50101", "ingame_boss_spawn_combat", "", "", "", "99990000000000", "49995000000000", 0, 120, "", "", 100, 100, "1.5", 0, "FALSE", "FALSE", "FALSE", "TRUE", "FALSE", "FALSE"
50105, "monster_combat_50102", "ingame_boss_spawn_combat", "", "", "", "99990000000000", "49995000000000", 0, 150, "", "", 100, 100, "1.5", 0, "FALSE", "FALSE", "FALSE", "TRUE", "FALSE", "FALSE"
50106, "monster_combat_50103", "ingame_boss_spawn_combat", "", "", "", "99990000000000", "49995000000000", 0, 150, "", "", 100, 100, "1.5", 0, "FALSE", "FALSE", "FALSE", "TRUE", "FALSE", "FALSE"
50107, "monster_combat_50101", "ingame_boss_spawn_combat", "", "", "", "99990000000000", "49995000000000", 0, 150, "", "", 100, 100, "1.5", 0, "FALSE", "FALSE", "FALSE", "TRUE", "FALSE", "FALSE"
50108, "monster_combat_50102", "ingame_boss_spawn_combat", "", "", "", "99990000000000", "49995000000000", 0, 150, "", "", 100, 100, "1.5", 0, "FALSE", "FALSE", "FALSE", "TRUE", "FALSE", "FALSE"
50109, "monster_combat_50103", "ingame_boss_spawn_combat", "", "", "", "99990000000000", "49995000000000", 0, 150, "", "", 100, 100, "1.5", 0, "FALSE", "FALSE", "FALSE", "TRUE", "FALSE", "FALSE"
50110, "monster_combat_50103", "ingame_boss_spawn_combat", "", "", "", "99990000000000", "49995000000000", 0, 150, "", "", 100, 100, "1.5", 0, "FALSE", "FALSE", "FALSE", "TRUE", "FALSE", "FALSE"
50201, "monster_combat_50201", "ingame_boss_spawn_combat2", "", "", "", "99990000000000", "49995000000000", 0, 30, "", "", 100, 100, "1.5", 0, "FALSE", "FALSE", "FALSE", "TRUE", "FALSE", "FALSE"
50202, "monster_combat_50202", "ingame_boss_spawn_combat2", "", "", "", "99990000000000", "49995000000000", 0, 50, "", "", 100, 100, "1.5", 0, "FALSE", "FALSE", "FALSE", "TRUE", "FALSE", "FALSE"
50203, "monster_combat_50203", "ingame_boss_spawn_combat2", "", "", "", "99990000000000", "49995000000000", 0, 80, "", "", 100, 100, "1.5", 0, "FALSE", "FALSE", "FALSE", "TRUE", "FALSE", "FALSE"
