int, EMineItemType, bool, TableReward, float[]
Id, Type, IsSpecial, Reward, Params
1, "StaminaUp", "FALSE", "", 500
2, "PowerUp", "FALSE", "", 3
3, "Bomb", "FALSE", "", "3 | 3 | 1"
1001, "Reward", "FALSE", "[101, 1, 3]"
1002, "Reward", "FALSE", "[102, 0, 0]"
1003, "Reward", "FALSE", "[104, 0, 0]"
1004, "Reward", "FALSE", "[107, 0, 0]"
1005, "Reward", "FALSE", "[109, 0, 0]"
1006, "Reward", "FALSE", "[113, 0, 0]"
1007, "Reward", "FALSE", "[115, 0, 0]"
1008, "Reward", "FALSE", "[116, 0, 0]"
1009, "Reward", "FALSE", "[201, 0, 0]"
1101, "Reward", "FALSE", "[101, 3, 5]"
1102, "Reward", "FALSE", "[102, 1, 1]"
1103, "Reward", "FALSE", "[104, 0, 0]"
1104, "Reward", "FALSE", "[107, 0, 0]"
1105, "Reward", "FALSE", "[109, 5, 5]"
1106, "Reward", "FALSE", "[113, 0, 0]"
1107, "Reward", "FALSE", "[115, 0, 0]"
1108, "Reward", "FALSE", "[116, 0, 0]"
1109, "Reward", "FALSE", "[201, 0, 0]"
1201, "Reward", "FALSE", "[101, 50, 100]"
1202, "Reward", "FALSE", "[102, 10, 15]"
1203, "Reward", "FALSE", "[104, 1, 3]"
1204, "Reward", "FALSE", "[107, 0, 0]"
1205, "Reward", "FALSE", "[109, 10, 10]"
1206, "Reward", "FALSE", "[113, 0, 0]"
1207, "Reward", "FALSE", "[115, 0, 0]"
1208, "Reward", "FALSE", "[116, 0, 0]"
1209, "Reward", "FALSE", "[201, 0, 0]"
1301, "Reward", "FALSE", "[101, 500, 1000]"
1302, "Reward", "FALSE", "[102, 30, 50]"
1303, "Reward", "FALSE", "[104, 3, 5]"
1304, "Reward", "FALSE", "[107, 1, 1]"
1305, "Reward", "FALSE", "[109, 50, 50]"
1306, "Reward", "FALSE", "[113, 5, 5]"
1307, "Reward", "FALSE", "[115, 10, 10]"
1308, "Reward", "FALSE", "[116, 0, 0]"
1309, "Reward", "FALSE", "[201, 0, 0]"
1401, "Reward", "FALSE", "[101, 1500, 2000]"
1402, "Reward", "FALSE", "[102, 50, 100]"
1403, "Reward", "FALSE", "[104, 10, 10]"
1404, "Reward", "FALSE", "[107, 2, 2]"
1405, "Reward", "FALSE", "[109, 100, 100]"
1406, "Reward", "FALSE", "[113, 10, 10]"
1407, "Reward", "FALSE", "[115, 30, 30]"
1408, "Reward", "FALSE", "[116, 5, 5]"
1409, "Reward", "FALSE", "[201, 1, 1]"
1501, "Reward", "FALSE", "[101, 5000, 10000]"
1502, "Reward", "FALSE", "[102, 200, 500]"
1503, "Reward", "FALSE", "[104, 15, 20]"
1504, "Reward", "FALSE", "[107, 3, 3]"
1505, "Reward", "FALSE", "[109, 500, 500]"
1506, "Reward", "FALSE", "[113, 20, 20]"
1507, "Reward", "FALSE", "[115, 50, 50]"
1508, "Reward", "FALSE", "[116, 10, 15]"
1509, "Reward", "FALSE", "[201, 2, 2]"
