int, int, EUnitBonusType, string, ESkillParamType, FP, ESkillParamType, FP, ESkillParamType, FP
Id, NeedTotalLevel, UnitBonusType, Description, ParamterType_1, Paramter_1, ParamterType_2, Paramter_2, ParamterType_3, Paramter_3
1, 10, "AttackDamage", "skill_description_attackdamage", "Percent", "0.5", "None", "", "None"
2, 20, "AttackDamage", "skill_description_attackdamage", "Percent", "0.5", "None", "", "None"
3, 30, "AttackDamage", "skill_description_attackdamage", "Percent", "0.5", "None", "", "None"
4, 40, "AttackDamage", "skill_description_attackdamage", "Percent", "0.5", "None", "", "None"
5, 50, "AttackDamage", "skill_description_attackdamage", "Percent", "0.5", "None", "", "None"
6, 60, "AttackDamage", "skill_description_attackdamage", "Percent", "0.5", "None", "", "None"
7, 70, "AttackDamage", "skill_description_attackdamage", "Percent", "0.5", "None", "", "None"
8, 80, "AttackDamage", "skill_description_attackdamage", "Percent", "0.5", "None", "", "None"
9, 90, "AttackDamage", "skill_description_attackdamage", "Percent", "0.5", "None", "", "None"
10, 100, "AttackDamage", "skill_description_attackdamage", "Percent", "0.5", "None", "", "None"
11, 110, "AttackDamage", "skill_description_attackdamage", "Percent", "0.5", "None", "", "None"
12, 120, "AttackDamage", "skill_description_attackdamage", "Percent", "0.5", "None", "", "None"
13, 130, "AttackDamage", "skill_description_attackdamage", "Percent", "0.5", "None", "", "None"
14, 140, "AttackDamage", "skill_description_attackdamage", "Percent", "0.5", "None", "", "None"
15, 150, "AttackDamage", "skill_description_attackdamage", "Percent", "0.5", "None", "", "None"
16, 160, "AttackDamage", "skill_description_attackdamage", "Percent", "0.5", "None", "", "None"
17, 170, "AttackDamage", "skill_description_attackdamage", "Percent", "0.5", "None", "", "None"
18, 180, "AttackDamage", "skill_description_attackdamage", "Percent", "0.5", "None", "", "None"
19, 190, "AttackDamage", "skill_description_attackdamage", "Percent", "0.5", "None", "", "None"
20, 200, "AttackDamage", "skill_description_attackdamage", "Percent", "0.5", "None", "", "None"
21, 210, "AttackDamage", "skill_description_attackdamage", "Percent", "0.5", "None", "", "None"
22, 220, "AttackDamage", "skill_description_attackdamage", "Percent", "0.5", "None", "", "None"
23, 230, "AttackDamage", "skill_description_attackdamage", "Percent", "0.5", "None", "", "None"
24, 240, "AttackDamage", "skill_description_attackdamage", "Percent", "0.5", "None", "", "None"
25, 250, "AttackDamage", "skill_description_attackdamage", "Percent", "0.5", "None", "", "None"
26, 260, "AttackDamage", "skill_description_attackdamage", "Percent", "0.5", "None", "", "None"
27, 270, "AttackDamage", "skill_description_attackdamage", "Percent", "0.5", "None", "", "None"
28, 280, "AttackDamage", "skill_description_attackdamage", "Percent", "0.5", "None", "", "None"
29, 290, "AttackDamage", "skill_description_attackdamage", "Percent", "0.5", "None", "", "None"
30, 300, "AttackDamage", "skill_description_attackdamage", "Percent", "0.5", "None", "", "None"
31, 310, "AttackDamage", "skill_description_attackdamage", "Percent", "0.5", "None", "", "None"
32, 320, "AttackDamage", "skill_description_attackdamage", "Percent", "0.5", "None", "", "None"
33, 330, "AttackDamage", "skill_description_attackdamage", "Percent", "0.5", "None", "", "None"
34, 340, "AttackDamage", "skill_description_attackdamage", "Percent", "0.5", "None", "", "None"
35, 350, "AttackDamage", "skill_description_attackdamage", "Percent", "0.5", "None", "", "None"
36, 360, "AttackDamage", "skill_description_attackdamage", "Percent", "0.5", "None", "", "None"
37, 370, "AttackDamage", "skill_description_attackdamage", "Percent", "0.5", "None", "", "None"
38, 380, "AttackDamage", "skill_description_attackdamage", "Percent", "0.5", "None", "", "None"
39, 390, "AttackDamage", "skill_description_attackdamage", "Percent", "0.5", "None", "", "None"
40, 400, "AttackDamage", "skill_description_attackdamage", "Percent", "0.5", "None", "", "None"
41, 410, "AttackDamage", "skill_description_attackdamage", "Percent", "0.5", "None", "", "None"
42, 420, "AttackDamage", "skill_description_attackdamage", "Percent", "0.5", "None", "", "None"
43, 430, "AttackDamage", "skill_description_attackdamage", "Percent", "0.5", "None", "", "None"
44, 440, "AttackDamage", "skill_description_attackdamage", "Percent", "0.5", "None", "", "None"
45, 450, "AttackDamage", "skill_description_attackdamage", "Percent", "0.5", "None", "", "None"
46, 460, "AttackDamage", "skill_description_attackdamage", "Percent", "0.5", "None", "", "None"
47, 470, "AttackDamage", "skill_description_attackdamage", "Percent", "0.5", "None", "", "None"
48, 480, "AttackDamage", "skill_description_attackdamage", "Percent", "0.5", "None", "", "None"
49, 490, "AttackDamage", "skill_description_attackdamage", "Percent", "0.5", "None", "", "None"
50, 500, "AttackDamage", "skill_description_attackdamage", "Percent", "0.5", "None", "", "None"
